KPI_ID,NOM_KPI,DOMAINE,DATE_AAAA_MM,VALEUR_TAUX,STATUT,BASELINE_TOP,BASELINE_BOTTOM
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2022-01,100%,VERT,95%,94.99%
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2022-02,100%,VERT,95%,94.99%
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2022-03,100%,VERT,95%,94.99%
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2022-04,100%,VERT,95%,94.99%
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2022-05,96.2%,VERT,95%,94.99%
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2022-06,100%,VERT,95%,94.99%
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2022-07,100%,VERT,95%,94.99%
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2022-08,100%,VERT,95%,94.99%
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2022-09,100%,VERT,95%,94.99%
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2022-10,100%,VERT,95%,94.99%
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2022-11,100 %,VERT,95%,94.99%
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2022-12,100%,VERT,95%,94.99%
OPCON001,Respect du délai de mise à disposition des Ordres de Distributions chez Geodis à 7h30,HMS,2023-01,100%,VERT,95%,94.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2022-01,80%,ROUGE,95%,94.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2022-02,100 %,VERT,95%,94.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2022-03,100%,VERT,95%,94.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2022-04,100%,VERT,95%,94.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2022-05,100%,VERT,95%,94.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2022-06,75%,ROUGE,95%,94.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2022-07,80%,ROUGE,95%,94.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2022-08,100 %,VERT,95%,94.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2022-09,100%,VERT,95%,94.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2022-10,100%,VERT,95%,94.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2022-11,100 %,VERT,100 %,99.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2022-12,100%,VERT,100%,99.99%
OPCON003,Respect du délai de mise à disposition des Ordres d'Achat et des Propositions d'Ordres d'Achat à 8h30,HMS,2023-01,75%,ROUGE,100%,99.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2022-01,90.5%,ROUGE,95%,94.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2022-02,95%,VERT,95%,94.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2022-03,100%,VERT,95%,94.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2022-04,100%,VERT,95%,94.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2022-05,95.2%,VERT,95%,94.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2022-06,100%,VERT,95%,94.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2022-07,90.5%,ROUGE,95%,94.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2022-08,100%,VERT,95%,94.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2022-09,100 %,VERT,95%,94.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2022-10,100%,VERT,95%,94.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2022-11,95.5%,VERT,95%,94.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2022-12,100%,VERT,95%,94.99%
OPCON004,Respect du délai de mise à disposition des Ordres à produire pour les sites de production à 8h00,HMS,2023-01,95.5%,VERT,95%,94.99%
M3001,Synchronisation des quantités commandées sur l’OA et les quantités à fabriquer sur l’OF ,HERMES FEMME,2022-08,99.38%,ORANGE,99.5%,99%
M3001,Synchronisation des quantités commandées sur l’OA et les quantités à fabriquer sur l’OF ,HERMES FEMME,2022-09,99.44%,ORANGE,99.5%,99%
M3001,Synchronisation des quantités commandées sur l’OA et les quantités à fabriquer sur l’OF ,HERMES FEMME,2022-10,99.45%,ORANGE,99.5%,99%
M3001,Synchronisation des quantités commandées sur l’OA et les quantités à fabriquer sur l’OF ,HERMES FEMME,2022-11,99.32%,ORANGE,99.5%,99%
M3001,Synchronisation des quantités commandées sur l’OA et les quantités à fabriquer sur l’OF ,HERMES FEMME,2022-12,99.47%,ORANGE,99.5%,99%
M3001,Synchronisation des quantités commandées sur l’OA et les quantités à fabriquer sur l’OF ,HERMES FEMME,2023-01,99.53%,VERT,99.5%,99%
M3002,Synchronisation des quantités réceptionnées sur l’OA et les quantités fabriquées sur l’OF,HERMES FEMME,2022-08,98.98%,ROUGE,99.5%,99%
M3002,Synchronisation des quantités réceptionnées sur l’OA et les quantités fabriquées sur l’OF,HERMES FEMME,2022-09,99.17%,ORANGE,99.5%,99%
M3002,Synchronisation des quantités réceptionnées sur l’OA et les quantités fabriquées sur l’OF,HERMES FEMME,2022-10,99.15%,ORANGE,99.5%,99%
M3002,Synchronisation des quantités réceptionnées sur l’OA et les quantités fabriquées sur l’OF,HERMES FEMME,2022-11,99.20%,ORANGE,99.5%,99%
M3002,Synchronisation des quantités réceptionnées sur l’OA et les quantités fabriquées sur l’OF,HERMES FEMME,2022-12,99.27%,ORANGE,99.5%,99%
M3002,Synchronisation des quantités réceptionnées sur l’OA et les quantités fabriquées sur l’OF,HERMES FEMME,2023-01,99.29%,ORANGE,99.5%,99%
M3003,Taux d’intégration des flux entrants Deret vers M3 - Hermès Femme,HERMES FEMME,2022-02,99.3%,ORANGE,99.9%,99.1%
M3003,Taux d’intégration des flux entrants Deret vers M3 - Hermès Femme,HERMES FEMME,2022-03,99.4%,ORANGE,99.9%,99.1%
M3003,Taux d’intégration des flux entrants Deret vers M3 - Hermès Femme,HERMES FEMME,2022-04,99.4%,ORANGE,99.9%,99.1%
M3003,Taux d’intégration des flux entrants Deret vers M3 - Hermès Femme,HERMES FEMME,2022-05,99.2%,ORANGE,99.9%,99.1%
M3003,Taux d’intégration des flux entrants Deret vers M3 - Hermès Femme,HERMES FEMME,2022-06,98.5%,ROUGE,99.9%,99.1%
M3003,Taux d’intégration des flux entrants Deret vers M3 - Hermès Femme,HERMES FEMME,2022-07,99.4%,ORANGE,99.9%,99.1%
M3003,Taux d’intégration des flux entrants Deret vers M3 - Hermès Femme,HERMES FEMME,2022-08,98.73%,ROUGE,99.9%,99.1%
M3003,Taux d’intégration des flux entrants Deret vers M3 - Hermès Femme,HERMES FEMME,2022-09,99.04%,ROUGE,99.9%,99.1%
M3003,Taux d’intégration des flux entrants Deret vers M3 - Hermès Femme,HERMES FEMME,2022-10,98.55%,VERT,98%,97%
M3003,Taux d’intégration des flux entrants Deret vers M3 - Hermès Femme,HERMES FEMME,2022-11,99.35%,VERT,98%,97%
M3003,Taux d’intégration des flux entrants Deret vers M3 - Hermès Femme,HERMES FEMME,2022-12,98.83%,VERT,98%,97%
M3003,Taux d’intégration des flux entrants Deret vers M3 - Hermès Femme,HERMES FEMME,2023-01,98.33%,VERT,98%,97%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDE,2022-06,88%,VERT,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDE,2022-07,72%,ORANGE,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDE,2022-08,82.35%,VERT,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDE,2022-09,76.47%,ORANGE,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDE,2022-10,73.80%,ORANGE,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDE,2022-11,93.75%,VERT,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDE,2022-12,86.67%,VERT,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDE,2023-01,96%,VERT,80%,74%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDE,2022-06,57.14%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDE,2022-07,38.43%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDE,2022-08,28.57%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDE,2022-09,11.11%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDE,2022-10,9.09%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDE,2022-11,18.52 %,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDE,2022-12,34.88%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDE,2023-01,16.13%,ROUGE,80%,69%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDE,2022-07,/,VERT,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDE,2022-08,/,VERT,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDE,2022-09,/,VERT,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDE,2022-10,100%,VERT,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDE,2022-11,/,VERT,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDE,2022-12,/,VERT,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDE,2023-01,/,VERT,80%,69%
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2022-01,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2022-02,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2022-03,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2022-04,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2022-05,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2022-06,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2022-07,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2022-08,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2022-09,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2022-10,1,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2022-11,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2022-12,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDE,2023-01,0,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2022-01,0,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2022-02,3,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2022-03,3,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2022-04,4,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2022-05,1,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2022-06,1,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2022-07,1,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2022-08,2,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2022-09,2,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2022-10,2,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2022-11,5,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2022-12,1,VERT,5,11
EASY005,Nombre d'incidents CIS,HDE,2023-01,2,VERT,5,11
EASY006,Taux de non réouverture des incidents,HDE,2022-01,96.6%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDE,2022-02,94.70%,ORANGE,95%,89%
EASY006,Taux de non réouverture des incidents,HDE,2022-03,95.60%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDE,2022-04,98.10%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDE,2022-05,97.70%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDE,2022-06,93.50%,ORANGE,95%,89%
EASY006,Taux de non réouverture des incidents,HDE,2022-07,96.50%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDE,2022-08,95.60%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDE,2022-09,93.40%,ORANGE,95%,89%
EASY006,Taux de non réouverture des incidents,HDE,2022-10,94.40%,ORANGE,95%,89%
EASY006,Taux de non réouverture des incidents,HDE,2022-11,96.20%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDE,2022-12,95.80%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDE,2023-01,95.80%,VERT,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2022-01,90.80%,VERT,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2022-02,96.20%,VERT,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2022-03,90.30%,VERT,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2022-04,98.70%,VERT,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2022-05,88%,ORANGE,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2022-06,78.30%,ROUGE,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2022-07,87.10%,ORANGE,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2022-08,89.20%,ORANGE,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2022-09,68.40%,ROUGE,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2022-10,99.80%,VERT,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2022-11,81.30%,ROUGE,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2022-12,89.10%,ORANGE,90%,84%
EASY007,Taux de résolution des incidents SAV en moins de 5 jours,SERVICE AUX CLIENTS,2023-01,71.40%,ROUGE,90%,84%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2022-01,46.67%,ROUGE,95%,89%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2022-02,43.86%,ROUGE,95%,89%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2022-03,45%,ROUGE,95%,89%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2022-04,87%,ORANGE,95%,89%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2022-05,100%,VERT,95%,89%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2022-06,50%,ROUGE,95%,89%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2022-07,68%,ROUGE,95%,89%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2022-08,36.84%,ROUGE,95%,89%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2022-09,68.42%,ROUGE,95%,89%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2022-10,99.80%,VERT,95%,89%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2022-11,57.14%,ROUGE,95%,89%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2022-12,50%,ROUGE,95%,89%
EASY008,Taux de résolution des incidents prioritaires en moins de 3 jours,SERVICE AUX CLIENTS,2023-01,53.33%,ROUGE,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2022-01,80.27%,ROUGE,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2022-02,84.31%,ROUGE,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2022-03,77.40%,ROUGE,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2022-04,68.78%,ROUGE,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2022-05,74%,ROUGE,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2022-06,77.89%,ROUGE,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2022-07,82.94%,ROUGE,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2022-08,79.92%,ROUGE,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2022-09,75.86%,ROUGE,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2022-10,100%,VERT,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2022-11,82.89%,ROUGE,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2022-12,84.42%,ROUGE,95%,89%
EASY009,Taux de résolutions des incidents non prioritaires en moins de 7 jours,SERVICE AUX CLIENTS,2023-01,84.43%,ROUGE,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDE,2022-07,94%,ORANGE,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDE,2022-08,93%,ORANGE,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDE,2022-09,82%,ROUGE,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDE,2022-10,100%,VERT,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDE,2022-11,96%,VERT,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDE,2022-12,100%,VERT,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDE,2023-01,88%,ROUGE,95%,89%
EASY012,Nombre d'incidents ALF sur le mois,HDE,2022-07,16,VERT,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDE,2022-08,16,VERT,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDE,2022-09,19,VERT,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDE,2022-10,25,ORANGE,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDE,2022-11,17,VERT,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDE,2022-12,49,ROUGE,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDE,2023-01,23,ORANGE,20,31
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2022-01,3.80%,ROUGE,95%,89%
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2022-02,45.80%,ROUGE,95%,89%
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2022-03,85.20%,ROUGE,95%,89%
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2022-04,92.30%,ORANGE,95%,89%
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2022-05,92.30%,ORANGE,95%,89%
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2022-06,92.30%,VERT,90%,84%
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2022-07,96.20%,VERT,90%,84%
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2022-08,96.30%,VERT,90%,84%
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2022-09,92.30%,VERT,90%,84%
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2022-10,100%,VERT,90%,84%
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2022-11,96.20%,VERT,90%,84%
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2022-12,96.30%,VERT,90%,84%
OPCON002,Taux de mise à dispo des données TM1 avant 8h du lundi au samedi,HDE,2023-01,96.20%,VERT,90%,84%
OPCON005,Taux de mise à dispo des données TM1 avant 7h30 du lundi au samedi,HDF,2022-07,99.67%,VERT,90%,84%
OPCON005,Taux de mise à dispo des données TM1 avant 7h30 du lundi au samedi,HDF,2022-08,96.30%,VERT,90%,84%
OPCON005,Taux de mise à dispo des données TM1 avant 7h30 du lundi au samedi,HDF,2022-09,92.30%,VERT,90%,84%
OPCON005,Taux de mise à dispo des données TM1 avant 7h30 du lundi au samedi,HDF,2022-10,95.25%,VERT,90%,84%
OPCON005,Taux de mise à dispo des données TM1 avant 7h30 du lundi au samedi,HDF,2022-12,95.5%,VERT,90%,84%
OPCON005,Taux de mise à dispo des données TM1 avant 7h30 du lundi au samedi,HDF,2023-01,95.5%,VERT,90%,84%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDF,2022-02,64%,ROUGE,90%,84%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDF,2022-03,65.12%,ROUGE,90%,84%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDF,2022-04,84.13%,ROUGE,90%,84%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDF,2022-05,67%,ROUGE,90%,84%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDF,2022-06,78.38%,ORANGE,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDF,2022-07,75%,ORANGE,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDF,2022-08,48.57%,ROUGE,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDF,2022-09,81.48%,VERT,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDF,2022-10,81.25%,VERT,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDF,2022-11,84.09%,VERT,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDF,2022-12,77.78%,ORANGE,80%,74%
EASY001,Taux de résolution des incidents liés aux réceptions dans les délais (4h),HDF,2023-01,45.83%,ROUGE,80%,74%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDF,2022-06,14.29%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDF,2022-07,33.33%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDF,2022-08,20%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDF,2022-09,4%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDF,2022-10,22.73%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDF,2022-11,29.41%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDF,2022-12,33.33%,ROUGE,80%,69%
EASY002,Taux d’incidents liées aux applications mobiles traitées dans les délais,HDF,2023-01,19.51%,ROUGE,80%,69%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDF,2022-02,0 %,ROUGE,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDF,2022-03,0 %,ROUGE,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDF,2022-04,/,VERT,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDF,2022-05,66.7%,ORANGE,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDF,2022-06,40%,ROUGE,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDF,2022-07,100%,VERT,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDF,2022-08,50%,ROUGE,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDF,2022-09,25%,ROUGE,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDF,2022-10,100%,VERT,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDF,2022-11,100%,VERT,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDF,2022-12,/,VERT,90%,84%
EASY003,Taux de résolution des incidents Purecloud dans les délais,HDF,2023-01,100%,VERT,80%,69%
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2022-01,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2022-02,3,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2022-03,2,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2022-04,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2022-05,3,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2022-06,11,ROUGE,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2022-07,1,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2022-08,4,VERT,5,11
