KPI_ID,NOM_KPI,DOMAINE,DATE_AAAA_MM,VALEUR_TAUX,STATUT,BASELINE_TOP,BASELINE_BOTTOM
SNAV010,Taux de disponibilité de Plume,HMS,2023-04,100.00%,VERT,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2023-05,100.00%,VERT,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2023-06,100.00%,VERT,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2022-01,100.00%,VERT,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2022-02,100.00%,VERT,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2022-03,100.00%,VERT,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2022-04,100.00%,VERT,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2022-05,100.00%,VERT,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2022-06,99.10%,ORANGE,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2022-07,98.05%,ROUGE,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2022-08,100.00%,VERT,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2022-09,100.00%,VERT,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2022-10,100.00%,VERT,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2022-11,100.00%,VERT,99.50%,99.00%
SNAV010,Taux de disponibilité de Plume,HMS,2022-12,98.21%,ROUGE,99.50%,99.00%
M3006,Taux de commandes de réexpédition après-ventes créées dans M3 sans anomalie,SERVICE AUX CLIENTS,2023-04,99.84%,VERT,99.5%,94%
M3006,Taux de commandes de réexpédition après-ventes créées dans M3 sans anomalie,SERVICE AUX CLIENTS,2023-05,99.83%,VERT,99.5%,94%
M3006,Taux de commandes de réexpédition après-ventes créées dans M3 sans anomalie,SERVICE AUX CLIENTS,2023-06,99.89%,VERT,99.5%,94%
M3006,Taux de commandes de réexpédition après-ventes créées dans M3 sans anomalie,SERVICE AUX CLIENTS,2023-07,99.57%,VERT,99.5%,94%
M3006,Taux de commandes de réexpédition après-ventes créées dans M3 sans anomalie,SERVICE AUX CLIENTS,2023-08,99.74%,VERT,99.5%,94%
PULOG001,Taux de performance MyHpad,HDF,2022-12,74.58%,ROUGE,90%,84%
PULOG001,Taux de performance MyHpad,HDF,2023-01,98.60%,VERT,90%,84%
PULOG001,Taux de performance MyHpad,HDF,2023-02,99.85%,VERT,90%,84%
PULOG001,Taux de performance MyHpad,HDF,2023-03,99.98%,VERT,90%,84%
PULOG001,Taux de performance MyHpad,HDF,2023-04,99.96%,VERT,90%,84%
PULOG001,Taux de performance MyHpad,HDF,2023-05,100%,VERT,90%,84%
PULOG001,Taux de performance MyHpad,HDF,2023-06,99.17%,VERT,90%,84%
PULOG001,Taux de performance MyHpad,HDF,2023-07,No Data,,90%,84%
PULOG001,Taux de performance MyHpad,HDF,2023-08,No Data,,90%,84%
PULOG001,Taux de performance MyHpad,HDE,2022-12,74.47%,ROUGE,90%,84%
PULOG001,Taux de performance MyHpad,HDE,2023-01,98.40%,VERT,90%,84%
PULOG001,Taux de performance MyHpad,HDE,2023-02,100%,VERT,90%,84%
PULOG001,Taux de performance MyHpad,HDE,2023-03,99.98%,VERT,90%,84%
PULOG001,Taux de performance MyHpad,HDE,2023-04,99.88%,VERT,90%,84%
PULOG001,Taux de performance MyHpad,HDE,2023-05,100%,VERT,90%,84%
PULOG001,Taux de performance MyHpad,HDE,2023-06,99.30%,VERT,90%,84%
PULOG001,Taux de performance MyHpad,HDE,2023-07,No Data,,90%,84%
PULOG001,Taux de performance MyHpad,HDE,2023-08,No Data,,90%,84%
GRAFA004,Taux de requêtes du réseau respectant le délai seuil (100ms) ,HDF,2023-04,88.70%,ORANGE,90%,84%
GRAFA004,Taux de requêtes du réseau respectant le délai seuil (100ms) ,HDF,2023-05,90.10%,VERT,90%,84%
GRAFA004,Taux de requêtes du réseau respectant le délai seuil (100ms) ,HDF,2023-06,89.10%,ORANGE,90%,84%
GRAFA004,Taux de requêtes du réseau respectant le délai seuil (100ms) ,HDF,2023-07,88.50%,ORANGE,90%,84%
GRAFA004,Taux de requêtes du réseau respectant le délai seuil (100ms) ,HDF,2023-08,89.40%,ORANGE,90%,84%
GRAFA004,Taux de requêtes du réseau respectant le délai seuil (100ms) ,HDE,2023-04,98.10%,VERT,90%,84%
GRAFA004,Taux de requêtes du réseau respectant le délai seuil (100ms) ,HDE,2023-05,98.90%,VERT,90%,84%
GRAFA004,Taux de requêtes du réseau respectant le délai seuil (100ms) ,HDE,2023-06,98.90%,VERT,90%,84%
GRAFA004,Taux de requêtes du réseau respectant le délai seuil (100ms) ,HDE,2023-07,98.30%,VERT,90%,84%
GRAFA004,Taux de requêtes du réseau respectant le délai seuil (100ms) ,HDE,2023-08,99.20%,VERT,90%,84%
EASY013,Quartis : Backlog des problèmes,HMS,2023-01,17,ROUGE,10,10
EASY013,Quartis : Backlog des problèmes,HMS,2023-02,12,ROUGE,10,10
EASY013,Quartis : Backlog des problèmes,HMS,2023-03,17,ROUGE,10,10
EASY013,Quartis : Backlog des problèmes,HMS,2023-04,17,ROUGE,10,10
EASY013,Quartis : Backlog des problèmes,HMS,2023-05,17,ROUGE,10,10
EASY013,Quartis : Backlog des problèmes,HMS,2023-06,12,ROUGE,10,10
EASY013,Quartis : Backlog des problèmes,HMS,2023-07,9,VERT,10,10
EASY013,Quartis : Backlog des problèmes,HMS,2023-08,9,VERT,10,10
EASY014,Quartis : Ancienneté moyenne des problèmes (mois),HMS,2023-01,26,ROUGE,15,15
EASY014,Quartis : Ancienneté moyenne des problèmes (mois),HMS,2023-02,20,ROUGE,15,15
EASY014,Quartis : Ancienneté moyenne des problèmes (mois),HMS,2023-03,15,VERT,15,15
EASY014,Quartis : Ancienneté moyenne des problèmes (mois),HMS,2023-04,16,ROUGE,15,15
EASY014,Quartis : Ancienneté moyenne des problèmes (mois),HMS,2023-05,17,ROUGE,15,15
EASY014,Quartis : Ancienneté moyenne des problèmes (mois),HMS,2023-06,17,ROUGE,15,15
EASY014,Quartis : Ancienneté moyenne des problèmes (mois),HMS,2023-07,11,VERT,15,15
EASY014,Quartis : Ancienneté moyenne des problèmes (mois),HMS,2023-08,12,VERT,15,15
CROWN002,Taux de descente des commandes Crown vers M3 ≤ J+1,HMS,2023-01,78.10%,ROUGE,80%,80%
CROWN002,Taux de descente des commandes Crown vers M3 ≤ J+1,HMS,2023-02,81.10%,VERT,80%,80%
CROWN002,Taux de descente des commandes Crown vers M3 ≤ J+1,HMS,2023-03,83.70%,VERT,80%,80%
CROWN002,Taux de descente des commandes Crown vers M3 ≤ J+1,HMS,2023-04,84.50%,VERT,80%,80%
CROWN002,Taux de descente des commandes Crown vers M3 ≤ J+1,HMS,2023-05,86.80%,VERT,80%,80%
CROWN002,Taux de descente des commandes Crown vers M3 ≤ J+1,HMS,2023-06,88.90%,VERT,80%,80%
CROWN002,Taux de descente des commandes Crown vers M3 ≤ J+1,HMS,2023-07,79%,ROUGE,80%,80%
CROWN002,Taux de descente des commandes Crown vers M3 ≤ J+1,HMS,2023-08,86.00%,VERT,80%,80%
CROWN001,Taux de descente des commandes Crown vers M3 <1sem,HMS,2023-01,100.00%,VERT,99%,99%
CROWN001,Taux de descente des commandes Crown vers M3 <1sem,HMS,2023-02,100.00%,VERT,99%,99%
CROWN001,Taux de descente des commandes Crown vers M3 <1sem,HMS,2023-03,99.50%,VERT,99%,99%
CROWN001,Taux de descente des commandes Crown vers M3 <1sem,HMS,2023-04,99.70%,VERT,99%,99%
CROWN001,Taux de descente des commandes Crown vers M3 <1sem,HMS,2023-05,99.80%,VERT,99%,99%
CROWN001,Taux de descente des commandes Crown vers M3 <1sem,HMS,2023-06,100.00%,VERT,99%,99%
CROWN001,Taux de descente des commandes Crown vers M3 <1sem,HMS,2023-07,100.00%,VERT,99%,99%
CROWN001,Taux de descente des commandes Crown vers M3 <1sem,HMS,2023-08,100.00%,VERT,99%,99%
TABREA001,Tableau Reader : Taux de de disponibilité des 3 rapports critiques à 9h30,HMS,2023-01,95.00%,VERT,95%,95%
TABREA001,Tableau Reader : Taux de de disponibilité des 3 rapports critiques à 9h30,HMS,2023-02,95.00%,VERT,95%,95%
TABREA001,Tableau Reader : Taux de de disponibilité des 3 rapports critiques à 9h30,HMS,2023-03,96.00%,VERT,95%,95%
TABREA001,Tableau Reader : Taux de de disponibilité des 3 rapports critiques à 9h30,HMS,2023-04,95.00%,VERT,95%,95%
TABREA001,Tableau Reader : Taux de de disponibilité des 3 rapports critiques à 9h30,HMS,2023-05,96.00%,VERT,95%,95%
TABREA001,Tableau Reader : Taux de de disponibilité des 3 rapports critiques à 9h30,HMS,2023-06,97.00%,VERT,95%,95%
TABREA001,Tableau Reader : Taux de de disponibilité des 3 rapports critiques à 9h30,HMS,2023-07,90.00%,ROUGE,95%,95%
TABREA001,Tableau Reader : Taux de de disponibilité des 3 rapports critiques à 9h30,HMS,2023-08,100.00%,VERT,95%,95%
SNAV019,Taux de disponibilité de l’application SWB,HMS,2023-01,97.78%,VERT,90%,90%
SNAV019,Taux de disponibilité de l’application SWB,HMS,2023-02,97.80%,VERT,90%,90%
SNAV019,Taux de disponibilité de l’application SWB,HMS,2023-03,89.50%,ROUGE,90%,90%
SNAV019,Taux de disponibilité de l’application SWB,HMS,2023-04,96.12%,VERT,90%,90%
SNAV019,Taux de disponibilité de l’application SWB,HMS,2023-05,97.15%,VERT,90%,90%
SNAV019,Taux de disponibilité de l’application SWB,HMS,2023-06,82.06%,ROUGE,90%,90%
SNAV019,Taux de disponibilité de l’application SWB,HMS,2023-07,95.07%,VERT,90%,90%
SAP001JE,Taux d'intégration des ventes en moins d'un jour (C1/C6) EUROPE,FINANCE,2023-10,86.7%,ROUGE,95%,90%
SAP001JM,Taux d'intégration des ventes en moins d'un jour (C1/C6) MONDE,FINANCE,2023-10,85.2%,ROUGE,95%,90%
SAP002J,Taux d'intégration des notes de frais dans SAP en moins d'un jour (K1),FINANCE,2023-10,95.2%,VERT,95%,90%
SAP003J,Taux d'intégration des factures Coupa dans SAP en moins d'un jour (KM),FINANCE,2023-10,97.6%,VERT,95%,90%
SAP004JH,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM) - hors sociétés identifiées,FINANCE,2023-10,96.5%,VERT,95%,90%
SAP004JM,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM) - MONDE,FINANCE,2023-10,75.6%,ROUGE,95%,90%
SAP005J,Taux d'intégration des factures gros dans SAP en moins d'un jour (MP),FINANCE,2023-10,91.8%,ORANGE,95%,90%
SAP001ME,Taux d'intégration des ventes dans SAP avant (ou) le premier jour du mois (C1/C6) M+1  EUROPE,FINANCE,2023-10,99.9%,VERT,99%,95%
SAP001MM,Taux d'intégration des ventes dans SAP avant (ou) le premier jour du mois M+1 MONDE,FINANCE,2023-10,99.1%,VERT,99%,95%
SAP002M,Taux d'intégration des notes de frais dans SAP avant (ou) le premier jour du mois M+1 (K1),FINANCE,2023-10,99.5%,VERT,99%,95%
SAP003M,Taux d'intégration des factures Coupa dans SAP avant (ou) le premier jour du mois M+1 (KM),FINANCE,2023-10,99.3%,VERT,99%,95%
SAP004MH,Taux d'intégration des contrôles factures dans SAP avant (ou) le premier jour du mois M+1 (MM) - hors sociétés identifiées,FINANCE,2023-10,99.8%,VERT,99%,95%
SAP004MM,Taux d'intégration des contrôles factures dans SAP avant (ou) le premier jour du mois M+1 (MM) - MONDE,FINANCE,2023-10,98.8%,ORANGE,99%,95%
SAP005M,Taux d'intégration des factures gros dans SAP avant (ou) le premier jour du mois M+1 (MP),FINANCE,2023-10,99.4%,VERT,99%,95%
SAP001JE,Taux d'intégration des ventes en moins d'un jour (C1/C6) EUROPE,FINANCE,2023-11,68.3%,ROUGE,95%,90%
SAP001JM,Taux d'intégration des ventes en moins d'un jour (C1/C6) MONDE,FINANCE,2023-11,70.2%,ROUGE,95%,90%
SAP002J,Taux d'intégration des notes de frais dans SAP en moins d'un jour (K1),FINANCE,2023-11,95.8%,VERT,95%,90%
SAP003J,Taux d'intégration des factures Coupa dans SAP en moins d'un jour (KM),FINANCE,2023-11,97.5%,VERT,95%,90%
SAP004JH,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM) - hors sociétés identifiées,FINANCE,2023-11,96.6%,VERT,95%,90%
SAP004JM,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM) - MONDE,FINANCE,2023-11,75.2%,ROUGE,95%,90%
SAP005J,Taux d'intégration des factures gros dans SAP en moins d'un jour (MP),FINANCE,2023-11,91.7%,ORANGE,95%,90%
SAP001ME,Taux d'intégration des ventes dans SAP avant (ou) le premier jour du mois (C1/C6) M+1  EUROPE,FINANCE,2023-11,93.1%,ROUGE,99%,95%
SAP001MM,Taux d'intégration des ventes dans SAP avant (ou) le premier jour du mois M+1 MONDE,FINANCE,2023-11,94.0%,ROUGE,99%,95%
SAP002M,Taux d'intégration des notes de frais dans SAP avant (ou) le premier jour du mois M+1 (K1),FINANCE,2023-11,99.9%,VERT,99%,95%
SAP003M,Taux d'intégration des factures Coupa dans SAP avant (ou) le premier jour du mois M+1 (KM),FINANCE,2023-11,98.7%,ORANGE,99%,95%
SAP004MH,Taux d'intégration des contrôles factures dans SAP avant (ou) le premier jour du mois M+1 (MM) - hors sociétés identifiées,FINANCE,2023-11,99.7%,VERT,99%,95%
SAP004MM,Taux d'intégration des contrôles factures dans SAP avant (ou) le premier jour du mois M+1 (MM) - MONDE,FINANCE,2023-11,97.0%,ORANGE,99%,95%
SAP005M,Taux d'intégration des factures gros dans SAP avant (ou) le premier jour du mois M+1 (MP),FINANCE,2023-11,99.7%,VERT,99%,95%
SAP001JE,Taux d'intégration des ventes en moins d'un jour (C1/C6) EUROPE,FINANCE,2023-12,76.1%,ROUGE,95%,90%
SAP001JM,Taux d'intégration des ventes en moins d'un jour (C1/C6) MONDE,FINANCE,2023-12,78.2%,ROUGE,95%,90%
SAP002J,Taux d'intégration des notes de frais dans SAP en moins d'un jour (K1),FINANCE,2023-12,91.6%,ORANGE,95%,90%
SAP003J,Taux d'intégration des factures Coupa dans SAP en moins d'un jour (KM),FINANCE,2023-12,98.2%,VERT,95%,90%
SAP004JH,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM) - hors sociétés identifiées,FINANCE,2023-12,97.2%,VERT,95%,90%
SAP004JM,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM) - MONDE,FINANCE,2023-12,73.2%,ROUGE,95%,90%
SAP005J,Taux d'intégration des factures gros dans SAP en moins d'un jour (MP),FINANCE,2023-12,92.7%,ORANGE,95%,90%
SAP001ME,Taux d'intégration des ventes dans SAP avant (ou) le premier jour du mois (C1/C6) M+1  EUROPE,FINANCE,2023-12,99.7%,VERT,99%,95%
SAP001MM,Taux d'intégration des ventes dans SAP avant (ou) le premier jour du mois M+1 MONDE,FINANCE,2023-12,99.1%,VERT,99%,95%
SAP002M,Taux d'intégration des notes de frais dans SAP avant (ou) le premier jour du mois M+1 (K1),FINANCE,2023-12,100.0%,VERT,99%,95%
SAP003M,Taux d'intégration des factures Coupa dans SAP avant (ou) le premier jour du mois M+1 (KM),FINANCE,2023-12,99.4%,VERT,99%,95%
SAP004MH,Taux d'intégration des contrôles factures dans SAP avant (ou) le premier jour du mois M+1 (MM) - hors sociétés identifiées,FINANCE,2023-12,99.7%,VERT,99%,95%
SAP004MM,Taux d'intégration des contrôles factures dans SAP avant (ou) le premier jour du mois M+1 (MM) - MONDE,FINANCE,2023-12,84.6%,ROUGE,99%,95%
SAP005M,Taux d'intégration des factures gros dans SAP avant (ou) le premier jour du mois M+1 (MP),FINANCE,2023-12,100.0%,VERT,99%,95%
SAP001JE,Taux d'intégration des ventes en moins d'un jour (C1/C6) EUROPE,FINANCE,2024-01,88.4%,ROUGE,95%,90%
SAP001JM,Taux d'intégration des ventes en moins d'un jour (C1/C6) MONDE,FINANCE,2024-01,87.6%,ROUGE,95%,90%
SAP002J,Taux d'intégration des notes de frais dans SAP en moins d'un jour (K1),FINANCE,2024-01,86.1%,ROUGE,95%,90%
SAP003J,Taux d'intégration des factures Coupa dans SAP en moins d'un jour (KM),FINANCE,2024-01,97.8%,VERT,95%,90%
SAP004JH,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM) - hors sociétés identifiées,FINANCE,2024-01,97.9%,VERT,95%,90%
SAP004JM,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM) - MONDE,FINANCE,2024-01,77.3%,ROUGE,95%,90%
SAP005J,Taux d'intégration des factures gros dans SAP en moins d'un jour (MP),FINANCE,2024-01,92.7%,ORANGE,95%,90%
SAP001ME,Taux d'intégration des ventes dans SAP avant (ou) le premier jour du mois (C1/C6) M+1  EUROPE,FINANCE,2024-01,99.3%,VERT,99%,95%
SAP001MM,Taux d'intégration des ventes dans SAP avant (ou) le premier jour du mois M+1 MONDE,FINANCE,2024-01,98.9%,ORANGE,99%,95%
SAP002M,Taux d'intégration des notes de frais dans SAP avant (ou) le premier jour du mois M+1 (K1),FINANCE,2024-01,98.3%,ORANGE,99%,95%
SAP003M,Taux d'intégration des factures Coupa dans SAP avant (ou) le premier jour du mois M+1 (KM),FINANCE,2024-01,99.4%,VERT,99%,95%
SAP004MH,Taux d'intégration des contrôles factures dans SAP avant (ou) le premier jour du mois M+1 (MM) - hors sociétés identifiées,FINANCE,2024-01,100.0%,VERT,99%,95%
SAP004MM,Taux d'intégration des contrôles factures dans SAP avant (ou) le premier jour du mois M+1 (MM) - MONDE,FINANCE,2024-01,97.9%,ORANGE,99%,95%
SAP005M,Taux d'intégration des factures gros dans SAP avant (ou) le premier jour du mois M+1 (MP),FINANCE,2024-01,99.9%,VERT,99%,95%
SAP001JE,Taux d'intégration des ventes en moins d'un jour (C1/C6)- J+1 Europe,FINANCE,2024-02,74.9%,ROUGE,95%,90%
SAP001JM,Taux d'intégration des ventes en moins d'un jour (C1/C6)- J+1 Monde,FINANCE,2024-02,78.2%,ROUGE,95%,90%
SAP002J,Taux d'intégration des notes de frais dans SAP en moins d'un jour (K1)- J+1,FINANCE,2024-02,86.4%,ROUGE,95%,90%
SAP003J,Taux d'intégration des factures Coupa dans SAP en moins d'un jour (KM)- J+1,FINANCE,2024-02,97.9%,VERT,95%,90%
SAP004JH,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM)- J+1 - hors sociétés identifiées,FINANCE,2024-02,96.2%,VERT,95%,90%
SAP004JM,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM)- J+1 - Monde,FINANCE,2024-02,80.4%,ROUGE,95%,90%
SAP005J,Taux d'intégration des factures gros dans SAP en moins d'un jour (MP)- J+1,FINANCE,2024-02,92.3%,ORANGE,95%,90%
SAP001ME,Taux d'intégration des ventes en moins d'un jour (C1/C6)- M+1 Europe,FINANCE,2024-02,100.0%,VERT,99%,95%
SAP001MM,Taux d'intégration des ventes en moins d'un jour (C1/C6)- M+1 Monde,FINANCE,2024-02,99.3%,VERT,99%,95%
SAP002M,Taux d'intégration des notes de frais dans SAP en moins d'un jour (K1)- M+1,FINANCE,2024-02,99.2%,VERT,99%,95%
SAP003M,Taux d'intégration des factures Coupa dans SAP en moins d'un jour (KM)- M+1,FINANCE,2024-02,99.4%,VERT,99%,95%
SAP004MH,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM)- M+1 - hors sociétés identifiées,FINANCE,2024-02,99.5%,VERT,99%,95%
SAP004MM,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM)- M+1 - Monde,FINANCE,2024-02,99.3%,VERT,99%,95%
SAP005M,Taux d'intégration des factures gros dans SAP en moins d'un jour (MP)- M+1,FINANCE,2024-02,97.7%,ORANGE,99%,95%
SAP001JE,Taux d'intégration des ventes en moins d'un jour (C1/C6)- J+1 Europe,FINANCE,2024-03,86.1%,ROUGE,95%,90%
SAP001JM,Taux d'intégration des ventes en moins d'un jour (C1/C6)- J+1 Monde,FINANCE,2024-03,86.9%,ROUGE,95%,90%
SAP002J,Taux d'intégration des notes de frais dans SAP en moins d'un jour (K1)- J+1,FINANCE,2024-03,92.6%,ORANGE,95%,90%
SAP003J,Taux d'intégration des factures Coupa dans SAP en moins d'un jour (KM)- J+1,FINANCE,2024-03,97.9%,VERT,95%,90%
SAP004JH,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM)- J+1 - hors sociétés identifiées,FINANCE,2024-03,96.5%,VERT,95%,90%
SAP004JM,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM)- J+1 - Monde,FINANCE,2024-03,75.6%,ROUGE,95%,90%
SAP005J,Taux d'intégration des factures gros dans SAP en moins d'un jour (MP)- J+1,FINANCE,2024-03,91.9%,ORANGE,95%,90%
SAP001ME,Taux d'intégration des ventes en moins d'un jour (C1/C6)- M+1 Europe,FINANCE,2024-03,99.9%,VERT,99%,95%
SAP001MM,Taux d'intégration des ventes en moins d'un jour (C1/C6)- M+1 Monde,FINANCE,2024-03,99.4%,VERT,99%,95%
SAP002M,Taux d'intégration des notes de frais dans SAP en moins d'un jour (K1)- M+1,FINANCE,2024-03,100.0%,VERT,99%,95%
SAP003M,Taux d'intégration des factures Coupa dans SAP en moins d'un jour (KM)- M+1,FINANCE,2024-03,99.4%,VERT,99%,95%
SAP004MH,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM)- M+1 - hors sociétés identifiées,FINANCE,2024-03,98.6%,ORANGE,99%,95%
SAP004MM,Taux d'intégration des contrôles factures dans SAP en moins d'un jour (MM)- M+1 - Monde,FINANCE,2024-03,96.5%,ORANGE,99%,95%
SAP005M,Taux d'intégration des factures gros dans SAP en moins d'un jour (MP)- M+1,FINANCE,2024-03,100.0%,VERT,99%,95%
